0.000455823,0.000199526,0.000354813,0.000150356,3.98107e-05,3.54813e-05,0.001413,0.000891251,0.000562341,
0.000766225,0.00020846,0.000637992,0.00165749,7.52921e-05,0.000209261,0.00157149,0.000891251,0.000878569,
0.00139931,0.000212629,0.000778312,0.00324614,0.000252699,0.000525489,0.00173745,0.00230425,0.00213749,
0.00163088,0.000421558,0.000806376,0.00358499,0.000501068,0.000733924,0.00232629,0.00231296,0.00235989,
0.00169743,0.000553384,0.000958092,0.00358582,0.000502433,0.000889911,0.00234535,0.00233211,0.00241237,
0.00181288,0.000615337,0.00139275,0.00361037,0.000786284,0.000944866,0.00234717,0.00236301,0.00244327,
0.00202707,0.000715574,0.00142823,0.00412445,0.000804567,0.00134297,0.00254669,0.00264485,0.00260923,
0.00222062,0.00107865,0.0017134,0.0041302,0.00105755,0.00160001,0.00256711,0.00282682,0.0027912,
0.00266415,0.00117937,0.00174897,0.00463139,0.00246674,0.00167712,0.00274908,0.003328,0.00353251,
0.00345959,0.00230138,0.0025618,0.00540251,0.00274542,0.00236896,0.00377237,0.00384087,0.00468339,
0.00370833,0.00269949,0.00267427,0.0056537,0.00281638,0.00245808,0.00477237,0.00388077,0.00471157,
0.00419094,0.0027613,0.00380162,0.00567365,0.00310023,0.00247781,0.00484317,0.0049279,0.00594184,
0.00466769,0.00360681,0.00380956,0.00568089,0.00327764,0.00389081,0.00513157,0.00586115,0.0060831,
0.00492325,0.00374907,0.00406135,0.00569872,0.00363245,0.00417265,0.00516705,0.0064235,0.0064812,
0.00516813,0.00428383,0.00421984,0.00574549,0.0039163,0.00457075,0.00524667,0.00673972,0.00662246,
0.00610423,0.00459871,0.00670353,0.00715849,0.00420015,0.00583267,0.00587763,0.0068402,0.00762246,
0.00696562,0.00601171,0.00686949,0.00761558,0.004484,0.00883979,0.00632644,0.00724758,0.0083304,
0.00734646,0.00638325,0.00733197,0.0077559,0.00480249,0.0093646,0.00688506,0.00751061,0.00873778,
0.00810807,0.00708651,0.00763269,0.00790556,0.00508634,0.0107776,0.0078827,0.00892361,0.00956955,
0.00843256,0.00722944,0.00768741,0.00803801,0.00537019,0.0121901,0.00801452,0.00929514,0.00963562,
0.00865749,0.00746123,0.00784522,0.00827188,0.00562317,0.0126579,0.0080977,0.00960417,0.00969871,
0.00906357,0.00775635,0.00800447,0.00888585,0.00587154,0.0140704,0.00857317,0.00962987,0.00971691,
0.0094464,0.00834519,0.0082134,0.0102825,0.00615539,0.0141992,0.00871062,0.00981608,0.00984874,
0.0101313,0.00923644,0.00827162,0.0103293,0.00640837,0.0150121,0.00945545,0.011075,0.0112617,
0.0107058,0.00925962,0.00847067,0.0106826,0.00666136,0.016271,0.00977243,0.0123339,0.012195,
0.0114566,0.010145,0.00866973,0.0118798,0.00690972,0.017684,0.0104064,0.0137469,0.0122116,
0.012106,0.011558,0.00929652,0.0130769,0.00713108,0.019097,0.0105236,0.0137535,0.0124111,
0.0126362,0.012558,0.0093204,0.0131167,0.00735244,0.0191118,0.0109474,0.0150125,0.01367,
0.0130824,0.0133561,0.00934429,0.0131186,0.00760543,0.0191619,0.0118365,0.0164255,0.0138113,
0.0138921,0.0133971,0.00954334,0.0131388,0.0102792,0.0205749,0.0125478,0.0178385,0.0138173,
0.0143901,0.0134189,0.00971357,0.0148971,0.0105322,0.0207654,0.0126289,0.0192515,0.0139133,
0.0157174,0.0148319,0.0145906,0.0157483,0.010816,0.0221784,0.0126574,0.0195911,0.0153258,
0.0158173,0.0150457,0.0146757,0.0157536,0.0108756,0.022369,0.0126814,0.0195977,0.0155396,
0.0160091,0.0150863,0.014816,0.0159555,0.0111594,0.0224061,0.0128324,0.0198607,0.0159565,
0.0172995,0.0155979,0.0169102,0.0167409,0.0114124,0.0233611,0.0157301,0.0212737,0.0173695,
0.017729,0.016506,0.0169994,0.0168758,0.0116338,0.0247741,0.0162672,0.0212889,0.017487,
0.0181872,0.0173004,0.017047,0.0170749,0.0118822,0.024808,0.0166719,0.0218137,0.0189,
0.0190587,0.0176011,0.0176738,0.0184715,0.012166,0.026221,0.0177912,0.0231319,0.0194128,
0.0201299,0.0186011,0.0179239,0.0185415,0.0155321,0.027634,0.0187223,0.0245449,0.0195396,
0.020429,0.0186095,0.0182058,0.0186137,0.015785,0.0281964,0.018822,0.0247688,0.0204309,
0.0229232,0.0230658,0.0196188,0.0270889,0.0160334,0.0296094,0.020235,0.0261818,0.0215529,
0.0234418,0.0230921,0.0202471,0.0276475,0.0162548,0.0301982,0.0216476,0.0261845,0.0222625,
0.0239334,0.0239049,0.0202492,0.0276873,0.0164761,0.0302035,0.0219646,0.0273065,0.0236755,
0.0247532,0.0241282,0.0213162,0.0277064,0.0166975,0.0316165,0.0227627,0.0287195,0.0250787,
0.0253029,0.0242118,0.021841,0.0277068,0.0167014,0.0330295,0.0240809,0.0297666,0.0250852,
0.0255239,0.0242245,0.0218565,0.0277073,0.0169543,0.0330604,0.0240924,0.0297975,0.0264982,
0.0263745,0.024231,0.0219446,0.0278361,0.021547,0.0333422,0.0255016,0.0298383,0.0267553,
0.02744,0.0249424,0.0247706,0.0296102,0.0217999,0.0347552,0.0263928,0.0300674,0.0271818,
0.028174,0.0255763,0.0261107,0.0298097,0.0232129,0.0361682,0.0271514,0.030069,0.0272938,
0.0288527,0.0269893,0.0274507,0.0298379,0.0234384,0.0361683,0.0271609,0.031069,0.0287068,
0.0293855,0.0270842,0.027458,0.0298387,0.0234611,0.0371683,0.0285739,0.0317934,0.0297068,
0.0295281,0.0272592,0.0274854,0.0298464,0.0239182,0.0373128,0.0285921,0.0319222,0.0298887,
0.0299876,0.0273298,0.0278928,0.0312209,0.0241711,0.0381257,0.0289486,0.0319785,0.0302332,
0.0307473,0.0287428,0.0281469,0.0326339,0.02562,0.0385724,0.0297997,0.0321563,0.0303062,
0.0313632,0.0301558,0.0288748,0.0326454,0.0258455,0.0396195,0.0298099,0.0322357,0.0317192,
0.0322117,0.0301612,0.0288835,0.0347884,0.0258745,0.0399826,0.0312229,0.0336487,0.0331322,
0.0329015,0.0302787,0.0325571,0.0347931,0.0261275,0.0401305,0.0312646,0.0337806,0.0342803,
0.0337669,0.030343,0.0339701,0.0348533,0.0289535,0.0415435,0.0324052,0.0337831,0.0342832,
0.0342009,0.0306166,0.0340277,0.034857,0.0292374,0.0415467,0.0324296,0.0351961,0.0356962,
0.034635,0.0306628,0.0342506,0.0348634,0.0292401,0.0418856,0.0324591,0.0366091,0.0371092,
0.034799,0.0307923,0.0342565,0.0349165,0.0295239,0.0421146,0.0324809,0.036791,0.0375166,
0.0353888,0.0308898,0.0344224,0.0358938,0.0295936,0.0429275,0.0338939,0.0367976,0.0386915,
0.0366436,0.03212,0.0347543,0.0387198,0.029842,0.0429509,0.0353069,0.0407524,0.0387027,
0.0377084,0.033533,0.0375803,0.0388051,0.0328763,0.0429611,0.0354988,0.0412422,0.0391704,
0.0385337,0.0348482,0.0384121,0.0388052,0.0331601,0.0443741,0.0355256,0.0425604,0.0405834,
0.0390032,0.0348555,0.0384124,0.039295,0.0331724,0.0457871,0.0356373,0.0439734,0.0408925,
0.0394712,0.0362685,0.0384305,0.0394591,0.0334909,0.0459074,0.0356945,0.0453864,0.0411323,
0.0400667,0.0363048,0.0398435,0.0408721,0.0336145,0.0462705,0.0371075,0.0453877,0.0411335,
0.0403464,0.0370127,0.0399328,0.0408728,0.0336211,0.0462721,0.0371214,0.0468007,0.0411376,
0.040631,0.0370282,0.0399413,0.0408729,0.0339049,0.0476851,0.0373619,0.0469209,0.041333,
0.0409829,0.0370347,0.0404542,0.0408891,0.0340072,0.0485971,0.037524,0.047378,0.0419787,
0.0415023,0.0371163,0.0413874,0.04191,0.0342461,0.0500101,0.0379577,0.0474037,0.0419868,
0.0417591,0.037148,0.0416398,0.0420222,0.0343497,0.0500558,0.0380517,0.0474056,0.0433998,
0.0422462,0.0374345,0.0416498,0.0420749,0.0346335,0.0500561,0.0387278,0.0488186,0.0445747,
0.0432342,0.0390902,0.0428247,0.0420814,0.0347051,0.0514691,0.0403952,0.0493198,0.0459877,
0.0438718,0.0421458,0.0428728,0.0420866,0.034989,0.0520062,0.0406095,0.0502748,0.0459895,
0.0447848,0.0421597,0.0456988,0.0420988,0.0351827,0.0534192,0.040629,0.0516878,0.0474025,
0.0451708,0.0421799,0.0458613,0.0421085,0.0354665,0.0548322,0.0412746,0.0522249,0.0474184,
0.0466906,0.042203,0.046119,0.042684,0.0395597,0.0562452,0.0455136,0.0523694,0.0488314,
0.0484226,0.0435243,0.0473779,0.051162,0.0398782,0.0564073,0.0469266,0.0531822,0.0489226,
0.0491529,0.0440894,0.0474904,0.051419,0.0401266,0.0574073,0.0503007,0.0531863,0.0492037,
0.0495659,0.0454107,0.0474922,0.0514521,0.0404052,0.0574158,0.0505351,0.0545993,0.0492166,
0.050448,0.0455763,0.050166,0.0514639,0.0406536,0.0588288,0.0505453,0.0557213,0.0506291,
0.0507189,0.0458933,0.0506201,0.0514734,0.0409549,0.0589101,0.0513183,0.0559452,0.0506357,
0.0512385,0.0465726,0.0506891,0.0514751,0.0416326,0.0603231,0.0513879,0.0562143,0.0516129,
0.0513256,0.0465822,0.0507046,0.0514906,0.0419164,0.0605419,0.0513928,0.0563524,0.0516239,
0.0519207,0.0468809,0.0526914,0.051508,0.0419928,0.0607197,0.0514237,0.056969,0.05318,
0.0521793,0.0469571,0.0527021,0.0517209,0.0422142,0.0614783,0.0519332,0.0569792,0.0534498,
0.0531261,0.047237,0.0527912,0.0542804,0.0424625,0.0614997,0.054283,0.0581541,0.054301,
0.0536351,0.0480688,0.052977,0.0543008,0.0426839,0.0629127,0.0546141,0.0592012,0.0543223,
0.0540015,0.0480749,0.0530964,0.0544153,0.0429678,0.0643257,0.0546148,0.0600925,0.0544247,
0.0546986,0.048248,0.0543185,0.0544214,0.0429801,0.0657387,0.054777,0.0612674,0.0558377,
0.054959,0.048317,0.0543323,0.0558344,0.0432331,0.0657734,0.0547935,0.061269,0.0561195,
0.0556458,0.04973,0.0549632,0.056263,0.0433081,0.0657762,0.0557484,0.0618444,0.0575325,
0.0568155,0.0501111,0.0620282,0.0562793,0.0434979,0.0671892,0.0559187,0.0619541,0.0575454,
0.0573758,0.0501623,0.0620353,0.0563519,0.0435299,0.0686022,0.0561243,0.0632423,0.0589584,
0.0580067,0.0502876,0.0620379,0.056539,0.0437829,0.0700152,0.0575373,0.0634822,0.0603714,
0.0587354,0.0514022,0.0622891,0.057952,0.0439726,0.0714282,0.0589503,0.0635036,0.0603855,
0.0588081,0.0514479,0.0623246,0.0580629,0.0440749,0.071454,0.0591758,0.0635293,0.0603952,
0.059222,0.0515369,0.0626064,0.0580847,0.0443279,0.0720996,0.059221,0.0640916,0.0618082,
0.0596355,0.0515897,0.0628576,0.0587304,0.044492,0.0722618,0.060634,0.0644152,0.0621033,
0.060887,0.0524025,0.0630867,0.0657954,0.044745,0.072642,0.0609888,0.0649776,0.0624582,
0.0628308,0.0536615,0.0644267,0.0672084,0.0449663,0.074055,0.0694668,0.0649907,0.0638712,
0.0631441,0.053709,0.0656886,0.0672225,0.0452147,0.0740813,0.0694809,0.065882,0.0638734,
0.0632471,0.0539063,0.0656952,0.0672272,0.0452298,0.0742435,0.0694855,0.0662368,0.0639528,
0.0634543,0.0543623,0.0657465,0.0672323,0.0455136,0.0744476,0.0695143,0.0663516,0.0644657,
0.0640527,0.054448,0.0657734,0.0673672,0.0461881,0.0758606,0.0709273,0.0670596,0.0647976,
0.0650452,0.057448,0.0671864,0.0674247,0.046472,0.0772736,0.0712157,0.0675724,0.0657684,
0.0663864,0.0631,0.0673727,0.0688377,0.0467203,0.0786866,0.0716624,0.0675938,0.0671174,
0.0668861,0.0638413,0.0675956,0.0689313,0.0469733,0.0787048,0.0718713,0.0686409,0.0685304,
0.06738,0.0639899,0.0676207,0.0689457,0.0472263,0.0801178,0.0722429,0.0699592,0.0689377,
0.0682221,0.064226,0.0678837,0.0689643,0.0484068,0.0815308,0.072326,0.0712774,0.0711617,
0.0686612,0.0643433,0.0686268,0.0695116,0.0486906,0.0823626,0.0724308,0.0719381,0.0713855,
0.0696194,0.0661844,0.0687592,0.0718613,0.0489436,0.0837756,0.0730915,0.0721952,0.0721441,
0.06997,0.0667468,0.0688069,0.0719323,0.0492275,0.0850345,0.0732499,0.0722009,0.072561,
0.0704167,0.0672704,0.0701283,0.071974,0.0494488,0.0850457,0.0734362,0.0733758,0.0726543,
0.0718606,0.0691632,0.0757803,0.0719954,0.0496617,0.0864587,0.0744594,0.0746941,0.0726721,
0.0722165,0.0698521,0.075822,0.072087,0.0499147,0.0872716,0.0745594,0.0748116,0.0734134,
0.0725755,0.0699423,0.0758575,0.0721898,0.0501985,0.0873918,0.0746618,0.075536,0.0748264,
0.0731854,0.0701153,0.0763145,0.0730123,0.050517,0.0885399,0.0747766,0.076448,0.0757597,
0.0736006,0.070476,0.0763647,0.0736867,0.0507384,0.0899529,0.0753136,0.0764662,0.0758064,
0.0737313,0.0705606,0.0763717,0.0739385,0.0510222,0.089957,0.0753241,0.076472,0.0762045,
0.0741598,0.0706871,0.0776931,0.0740149,0.0510289,0.0899583,0.076032,0.0776469,0.0762171,
0.0745758,0.0707192,0.0776944,0.0741821,0.05141,0.0912765,0.0760379,0.0790599,0.076226,
0.0754082,0.0710269,0.0791074,0.0756309,0.0516939,0.0919222,0.076063,0.0801819,0.077639,
0.0759836,0.0722858,0.0791735,0.0767791,0.0518836,0.0924234,0.077476,0.0802059,0.0776414,
0.0770267,0.0736041,0.0794897,0.0810181,0.052132,0.0926525,0.0774813,0.0807813,0.0790544,
0.0772217,0.0736996,0.0796759,0.0810209,0.0522177,0.0928663,0.0775293,0.0809511,0.079813,
0.0774646,0.0738386,0.0796973,0.081023,0.0522179,0.0936248,0.0777537,0.0817455,0.0798164,
0.0777644,0.0739075,0.0797261,0.0810281,0.0524966,0.0940417,0.0778831,0.0820406,0.0809912,
0.078447,0.0739756,0.0797798,0.0824411,0.0539359,0.0943965,0.0792961,0.0820834,0.0816673,
0.0795029,0.0742454,0.0811602,0.0837001,0.0541888,0.0954198,0.0807091,0.0835192,0.0830803,
0.0807112,0.0743248,0.0839862,0.0847001,0.0544102,0.0958563,0.0857448,0.0835387,0.0831282,
0.0811536,0.0757378,0.084057,0.0847051,0.0546632,0.0958809,0.0857502,0.0838936,0.0845412,
0.0812218,0.0758236,0.0840748,0.0847082,0.0546843,0.0959266,0.0857742,0.0840634,0.084719,
0.0813242,0.0758363,0.0841205,0.0847119,0.0549373,0.0960554,0.0857904,0.0841657,0.0849761,
0.0820387,0.0758956,0.0841576,0.0857352,0.0558248,0.0974684,0.0868137,0.0846443,0.0857704,
0.0832295,0.0759984,0.0855706,0.0869941,0.0560778,0.0988814,0.0868209,0.088097,0.0873961,
0.0836606,0.0761675,0.0857119,0.0884071,0.0562045,0.100294,0.0868298,0.0881252,0.087544,
0.0838195,0.0763088,0.0857401,0.0884183,0.0564575,0.100339,0.0868745,0.0881659,0.0882519,
0.0844068,0.0765007,0.0863024,0.0884423,0.0575265,0.101064,0.0870259,0.0887282,0.0896649,
0.084866,0.077217,0.0867098,0.088468,0.0578104,0.101976,0.0871282,0.0894527,0.0901661,
0.0855355,0.0792038,0.0869448,0.0894913,0.0580633,0.102239,0.0872457,0.0895172,0.0915791,
0.086084,0.0802061,0.0873685,0.0896115,0.0582888,0.102496,0.0877243,0.089985,0.0929921,
0.0868485,0.0813494,0.0874187,0.0898813,0.0585418,0.103112,0.0886816,0.091398,0.0944051,
0.087802,0.0838732,0.0877356,0.0899988,0.0587948,0.104525,0.0888594,0.092811,0.0958181,
0.0885968,0.085219,0.0892392,0.0902227,0.0590478,0.105938,0.089338,0.093811,0.0959593,
0.089341,0.0860645,0.0894636,0.0902625,0.0593007,0.106938,0.091338,0.095224,0.0961372,
0.0900167,0.086265,0.0899592,0.0904615,0.0595262,0.108351,0.0915376,0.0964829,0.0975502,
0.0904472,0.0868889,0.0900857,0.0907622,0.0597517,0.109351,0.0916788,0.0973742,0.0976851,
0.0913596,0.0886756,0.0903245,0.0921589,0.0599772,0.110764,0.0918047,0.0981685,0.0990033,
0.0917643,0.0889268,0.0912058,0.0922385,0.0602301,0.111655,0.0921824,0.0985316,0.0991446,
0.0922578,0.089208,0.0912336,0.0924774,0.0604831,0.112914,0.0924994,0.0999441,0.0993031,
0.092878,0.0894586,0.0923431,0.0927163,0.0607086,0.114036,0.0929748,0.100921,0.0998654,
0.0934353,0.089992,0.0925012,0.0939134,0.0609299,0.115036,0.0934236,0.101813,0.0998739,
0.0940269,0.0915807,0.0927692,0.0939957,0.0615594,0.116449,0.093542,0.101883,0.100436,
0.0945302,0.0915918,0.0933027,0.0940749,0.0618124,0.116542,0.0948039,0.102678,0.101436,
0.0954407,0.0918173,0.0942514,0.0950082,0.0629218,0.117337,0.0962169,0.104091,0.101883,
0.0972936,0.0932303,0.0950495,0.103486,0.0631748,0.11875,0.0974788,0.104666,0.102514,
0.0985591,0.093765,0.0989858,0.104899,0.0634278,0.120163,0.0988918,0.104755,0.103585,
0.0987834,0.0937791,0.0989874,0.104935,0.0636808,0.120451,0.0990918,0.105755,0.103587,
0.0994813,0.0939607,0.100992,0.104938,0.0639337,0.121159,0.099112,0.106755,0.105,
0.0995225,0.0939966,0.101043,0.104941,0.0639702,0.121223,0.0991576,0.106846,0.105001,
0.0997836,0.0940385,0.101102,0.104953,0.0642232,0.121264,0.0993228,0.106951,0.106414,
0.100569,0.0944187,0.101899,0.10541,0.0644487,0.122582,0.100879,0.107086,0.107827,
0.101354,0.0944981,0.104416,0.105877,0.064646,0.123995,0.102197,0.107108,0.10809,
0.101817,0.0949736,0.104428,0.105934,0.0648714,0.124003,0.102304,0.108521,0.109503,
0.102426,0.095151,0.104445,0.105948,0.0650687,0.125415,0.102528,0.109934,0.110916,
0.102659,0.095419,0.104571,0.105968,0.065266,0.12577,0.102697,0.110642,0.11094,
0.103086,0.09711,0.104713,0.106047,0.0654915,0.126346,0.103143,0.110808,0.111029,
0.104009,0.0983321,0.105159,0.106176,0.0657445,0.127759,0.105428,0.111032,0.112442,
0.104562,0.100023,0.105222,0.106974,0.0659974,0.128075,0.106136,0.11143,0.112642,
0.105583,0.10042,0.105272,0.10705,0.0662229,0.129488,0.109313,0.112843,0.114055,
0.106117,0.101308,0.106467,0.107143,0.0664759,0.130119,0.109608,0.113637,0.114181,
0.106761,0.102485,0.10736,0.107467,0.0667289,0.131532,0.109767,0.114212,0.114536,
0.107173,0.102987,0.108241,0.107586,0.0669819,0.13224,0.109893,0.114399,0.11506,
0.10748,0.103299,0.108277,0.107837,0.0672073,0.132469,0.110051,0.11514,0.115562,
0.108234,0.103615,0.108418,0.109034,0.0674603,0.133591,0.110229,0.116552,0.116975,
0.108797,0.104177,0.110205,0.109788,0.0677133,0.134482,0.11037,0.116616,0.117027,
0.10894,0.10427,0.110706,0.110097,0.0679143,0.13449,0.110377,0.116623,0.117043,
0.108994,0.104375,0.110746,0.110098,0.068047,0.1345,0.110399,0.11669,0.117099,
0.109438,0.1044,0.11098,0.110099,0.0681263,0.135294,0.110405,0.11769,0.118512,
0.109497,0.104436,0.111021,0.110103,0.0683272,0.135352,0.110412,0.117763,0.118562,
0.110006,0.104465,0.111043,0.111516,0.0697692,0.135914,0.110483,0.117907,0.118951,
0.110608,0.105878,0.11136,0.111869,0.0699947,0.136826,0.111145,0.117931,0.119863,
0.111244,0.107906,0.111559,0.113282,0.0701956,0.136844,0.111573,0.118592,0.120005,
0.111661,0.108304,0.111587,0.113286,0.0704211,0.136992,0.111751,0.119592,0.121353,
